name,distance,distance_mi,moving_time,elapsed_time,total_elevation_gain,elevation_gain_ft,type,start_date,trainer,manual,gear_id,average_speed,avg_speed_mph,max_speed,max_speed_mph,average_cadence,average_watts,average_heartrate,max_heartrate,max_watts,average_temp
"MTB: Ride to work - feeling the miles, loving the humidity.",27416.4,17.03576115,4222,4222,176,577.42784,Ride,2013-07-19T08:48:50Z,FALSE,FALSE,b635473,6.494,14.52668836,20.9,46.752046,,210.3,134.5,158,,25
"MTB: Ride home from work. Sweet, sweet, sweat.",27148.4,16.86923368,4147,37042,195,639.7638,Ride,2013-07-18T22:31:11Z,FALSE,FALSE,b635473,6.547,14.64524618,20.7,46.304658,,221.2,143.8,168,,30
CCAC: Celebrating Alpe d'Huez in RPM class.,37014.9,22.99999254,4800,4800,0,0,Ride,2013-07-18T06:30:00Z,FALSE,TRUE,b534975,7.711,17.24904434,0,0,,,,,,
MTB: Ride to work. Oh I love humidity.,27275.9,16.9484585,3964,3964,168,551.18112,Ride,2013-07-18T09:04:58Z,FALSE,FALSE,b635473,6.881,15.39238414,16.3,36.462122,,231.5,139.4,172,,24
MTB: Ride home from work. Nice and warm.,31925.7,19.83771027,4281,4632,236,774.27824,Ride,2013-07-17T21:15:50Z,FALSE,FALSE,b635473,7.458,16.68309852,14.7,32.883018,,287.5,,,,31
"CCAC: Repeat RPM class, but rode as hard as I could. #ouch",41038.3,25.5000174,5400,5400,0,0,Ride,2013-07-16T00:00:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
CCAC: Quasi recovery RPM class.,35405.6,22.00001988,5400,5400,0,0,Ride,2013-07-16T00:00:00Z,FALSE,TRUE,b534975,6.557,14.66761558,0,0,,,,,,
CCAC: Mount Ventoux inspired RPM class.,35405.6,22.00001988,5400,5400,0,0,Ride,2013-07-15T00:00:00Z,FALSE,TRUE,b534975,6.557,14.66761558,0,0,,,,,,
RDB: Ride up Georgia. First RD ride in a while.,71512.5,44.43580738,8782,8900,660.9,2168.307156,Ride,2013-07-14T19:24:43Z,FALSE,FALSE,b350107,8.143,18.21540242,16.7,37.356898,,178.8,160,177,,
"CCAC: Rode the ""mountains"" of Stage 9 again.",17702.8,11.00000994,3900,3900,0,0,Ride,2013-07-12T00:00:00Z,FALSE,TRUE,b534975,4.539,10.15347066,0,0,,,,,,
CCAC: Normal RPM class - recovery more than anything.,40233.6,25,5400,5400,0,0,Ride,2013-07-11T00:00:00Z,FALSE,TRUE,b534975,7.451,16.66743994,0,0,,,,,,
MTB: Hot ride with Lew in VA. ,49815.8,30.95410304,7225,7602,297,974.40948,Ride,2013-07-10T21:26:38Z,FALSE,FALSE,b635473,6.895,15.4237013,12.7,28.409138,,237.5,,,,30
CCAC: Subbing for the noon spin class. ,27358.8,16.99997017,3600,3600,0,0,Ride,2013-07-10T00:00:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
CCAC: TdF Stage 10 part deux.,28968.2,18.00000497,3900,3900,0,0,Ride,2013-07-09T00:00:00Z,FALSE,TRUE,b534975,7.428,16.61599032,0,0,,,,,,
CCAC: RPM class - sprinters delight.,46671,29.00001491,5700,5700,0,0,Ride,2013-07-09T00:00:00Z,FALSE,TRUE,b534975,8.188,18.31606472,0,0,,,,,,
CCAC: RPM class with a salute to the 5 mountains of TdF Stage 9.,40233.6,25,5400,5400,0,0,Ride,2013-07-08T06:30:00Z,FALSE,TRUE,b534975,7.451,16.66743994,0,0,,,,,,
MTB: Ride to work. A bit of a hot one this a.m.,30504.7,18.95474181,4393,4433,166,544.61944,Ride,2013-07-07T13:15:58Z,FALSE,FALSE,b635473,6.944,15.53331136,16,35.79104,,240.8,,,,28
MTB: Ride home from work. Forgot the GPS.,31865,19.79999304,4500,4500,0,0,Ride,2013-07-05T00:00:00Z,FALSE,TRUE,b635473,7.081,15.83977214,0,0,,,,,,
CCAC: Toughest workout. 2 x 4:00 Tabatas were the highlight.,44257,27.50002485,5400,5400,0,0,Ride,2013-07-03T00:00:00Z,FALSE,TRUE,b534975,8.196,18.33396024,0,0,,,,,,
CCAC: Repeat the TdF RPM class. Harder the second time around.,30577.5,18.99997763,4200,4200,0,0,Ride,2013-07-02T00:00:00Z,FALSE,TRUE,b534975,7.28,16.2849232,0,0,,,,,,
CCAC: TdF inspired RPM class.,33796.2,20.99998509,4500,4500,0,0,Ride,2013-07-02T00:00:00Z,FALSE,TRUE,b534975,7.51,16.7994194,0,0,,,,,,
MTB: Ride to work. Nice and hot - riding faster.,31308.9,19.45444852,4257,4421,191,626.64044,Ride,2013-06-29T14:08:59Z,FALSE,FALSE,b635473,7.355,16.4526937,16.7,37.356898,,269.9,,,,27
CCAC: Recovery RPM class - extra non-scheduled class.,24140.2,15.00002485,3600,3600,0,0,Ride,2013-06-28T00:00:00Z,FALSE,TRUE,b534975,6.706,15.00091964,0,0,,,,,,
CCAC: 90:00 RPM class highlighted with a 15:00 standing climb. Oh yes I did.,41038.3,25.5000174,5400,5400,0,0,Ride,2013-06-27T00:00:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
MTB: Back on the bike for the first time since the Hagerstown crit. Missed the bike.,30043.2,18.667979,4625,4812,197,646.32548,Ride,2013-06-26T21:59:52Z,FALSE,FALSE,b635473,6.496,14.53116224,13.1,29.303914,,226.6,,,,27
CCAC: Brutal RPM class. I'm a bastard.,27358.8,16.99997017,3600,3600,0,0,Ride,2013-06-25T00:00:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
CCAC: Extended RPM Class,41842.9,25.99997266,5700,5700,0,0,Ride,2013-06-20T00:00:00Z,FALSE,TRUE,b534975,7.341,16.42137654,0,0,,,,,,
Chevy Chase Athletic Club: Teaching RPM class. Still Ill.,27358.8,16.99997017,3600,3600,0,0,Ride,2013-06-18T00:00:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
RDB: Hagerstown Crit - Till I got lapped. I'll blame it on the chest cold. ,5179.8,3.218578502,535,746,34,111.54856,Ride,2013-06-15T00:06:27Z,FALSE,FALSE,b350107,9.682,21.65805308,12.9,28.856526,,229.8,172.1,179,,25
Chevy Chase Athletic Club: Teaching 90 Minute RPM class.,45061.6,27.99998012,5400,5400,0,0,Ride,2013-06-13T00:00:00Z,FALSE,TRUE,b534975,8.345,18.6672643,0,0,,,,,,
Chevy Chase Athletic Club: Teaching RPM class.,28968.2,18.00000497,3600,3600,0,0,Ride,2013-06-11T00:00:00Z,FALSE,TRUE,b534975,8.047,18.00065618,0,0,,,,,,
MTB: Bike to work - flat tire. Yay...not.,28262.1,17.56125477,3889,4832,192.8,632.545952,Ride,2013-06-09T11:32:57Z,FALSE,FALSE,b635473,7.267,16.25584298,16.4,36.685816,,254.4,,,,20
MTB: easy ride with Jill.,28468.7,17.68963006,6444,7014,269,882.54596,Ride,2013-06-08T21:24:22Z,FALSE,FALSE,b635473,4.418,9.88280092,14.3,31.988242,,123.9,,,,24
VRT: recovery spin on the VRT.,34810.1,21.62999334,3600,3600,0,0,Ride,2013-06-08T00:00:00Z,FALSE,TRUE,b266100,9.669,21.62897286,0,0,,,,,,
Chevy Chase Athletic Club: Teaching RPM class and then some.,43452.3,27.00000746,5400,5400,0,0,Ride,2013-06-06T04:00:00Z,FALSE,TRUE,b635473,8.047,18.00065618,0,0,,,,,,
MTB: Ride home after teaching RPM. Meant to ride really easy. Not so much.,25544.1,15.87236787,3775,3886,230.8,757.217872,Ride,2013-06-04T22:58:41Z,FALSE,FALSE,b635473,6.767,15.13737298,16.4,36.685816,,250.9,156.8,177,,21
MTB: Ride to work - back on the Kona.,27346.7,16.99245158,3979,3979,165.4,542.650936,Ride,2013-06-04T09:37:36Z,FALSE,FALSE,b635473,6.873,15.37448862,15.9,35.567346,,230.5,144.4,178,,15
Chevy Chase Athletic Club: Taught RPM. Very tough workout.,30577.5,18.99997763,3600,3600,0,0,Ride,2013-06-04T04:00:00Z,FALSE,TRUE,b635473,8.494,19.00056836,0,0,,,,,,
RDB: Roadie ride home to D.C. first.,60522.6,37.60700012,8032,9269,297.4,975.721816,Ride,2013-05-31T21:33:09Z,FALSE,FALSE,b350107,7.535,16.8553429,14.2,31.764548,,142.9,,,,30
"RDB: Ride to work roadie style, hence all the PRs.",28230.8,17.54180585,3601,3645,185.4,608.267736,Ride,2013-05-30T09:19:27Z,FALSE,FALSE,b350107,7.84,17.5376096,16.7,37.356898,,151.6,,,,19
"Chevy Chase Athletic Club RPM class, tabatas in the house.",30577.5,18.99997763,3900,3900,0,0,Ride,2013-05-30T00:00:00Z,FALSE,TRUE,b534975,7.84,17.5376096,0,0,,,,,,
MTB: Ride home on the BMC. Forgot GPS at home.,25749.5,15.99999751,4500,4500,0,0,Ride,2013-05-28T00:00:00Z,FALSE,TRUE,b575984,5.722,12.79977068,0,0,,,,,,
Chevy Chase Athletic Club - Taught RPM,27358.8,16.99997017,3600,3600,0,0,Ride,2013-05-28T00:00:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
RDB: Easy ride with Chris - his first real ride on his Specialized Tarmac.,16248.5,10.09634982,2582,2708,56.8,186.351712,Ride,2013-05-25T11:10:29Z,FALSE,FALSE,b350107,6.293,14.07706342,14.9,33.330406,,89.1,,,,15
"MTB:Long ride with Perry, Jill, and Ty. Easy peasy.",46993.5,29.20040712,7846,8200,196.6,645.013144,Ride,2013-05-24T17:59:31Z,FALSE,FALSE,b445468,5.989,13.39703366,10.8,24.158952,,175,,,,20
Chevy Chase Athletic Club: RPM - class is growing. TT and a big-ish hill.,28968.2,18.00000497,3900,3900,0,0,Ride,2013-05-23T00:00:00Z,FALSE,TRUE,b534975,7.428,16.61599032,0,0,,,,,,
MTB: Ride to work. The BMC was flying today.,31489.7,19.56679243,4063,4100,175.8,576.771672,Ride,2013-05-22T09:33:45Z,FALSE,FALSE,b575984,7.75,17.336285,16.1,36.014734,,278.5,162.5,179,,20
Chevy Chase Athletic Club - Taught RPM,28968.2,18.00000497,3900,3900,0,0,Ride,2013-05-21T17:30:05Z,FALSE,TRUE,b534975,7.428,16.61599032,0,0,,,,,,
MTB: Ride home from work. C&O.,51985.4,32.30222998,7603,8904,331.4,1087.270376,Ride,2013-05-18T14:10:59Z,FALSE,FALSE,b635473,6.837,15.29395878,15.3,34.225182,,230.5,149.2,163,,18
"MTB: Ride to work on a Saturday morn. Miles, miles, miles.",27215.8,16.91111409,4111,4111,171.2,561.679808,Ride,2013-05-18T09:27:44Z,FALSE,FALSE,b635473,6.62,14.8085428,13.8,30.869772,,213.2,140.8,219,,18
MTB: Bike ride home from work day. Finished with Loid.,27526.6,17.10423626,4172,4246,230,754.5932,Ride,2013-05-17T21:49:53Z,FALSE,FALSE,b635473,6.598,14.75933012,13.4,29.974996,,228.7,146.5,172,,25
MTB: Bike to work day...like every day.,31971.5,19.86616907,4754,5549,189,620.07876,Ride,2013-05-17T09:38:19Z,FALSE,FALSE,b635473,6.725,15.0434215,17,38.02798,,222.9,138,163,,15
MTB: Ride from gym. Ride #3.,32448.9,20.16281168,5017,5017,237,777.55908,Ride,2013-05-16T12:25:36Z,FALSE,FALSE,b635473,6.468,14.46852792,13.9,31.093466,,222.8,161,176,,22
MTB: Ride to gym. Ride #1.,27017,16.7875855,3851,3903,164,538.05776,Ride,2013-05-16T09:18:32Z,FALSE,FALSE,b635473,7.016,15.69437104,16,35.79104,,237.9,153.9,176,,17
Chevy Chase Athletic Club: Teaching RPM class. Ride #2.,28968.2,18.00000497,3900,3900,0,0,Ride,2013-05-16T00:00:00Z,FALSE,TRUE,b534975,7.428,16.61599032,0,0,,,,,,
Chevy Chase Athletic Club - more people in my class today. Hard ride.,28968.2,18.00000497,3600,3600,0,0,Ride,2013-05-14T17:30:54Z,FALSE,TRUE,b534975,8.047,18.00065618,0,0,,,,,,
MTB: Mother's Day Mauler,13534,8.409637716,3328,3484,364.8,1196.850432,Ride,2013-05-12T13:04:22Z,FALSE,FALSE,b575984,4.067,9.09763498,11,24.60634,,154.3,166.2,205,,14
MTB: Mother's Day Mauler Warmup,6484.5,4.029281496,1433,2602,143.6,471.128624,Ride,2013-05-12T12:05:40Z,FALSE,FALSE,b575984,4.525,10.1221535,14.6,32.659324,,177.3,143.5,240,,16
MTB: Ride home from work. Tired (junk miles). ,31066.1,19.3035796,4796,5144,216.4,709.973776,Ride,2013-05-10T19:27:47Z,FALSE,FALSE,b635473,6.478,14.49089732,13.8,30.869772,,222.5,138.7,162,,28
MTB: Ride to work. Trying the triple/double combo pack. Sunny and cool this a.m.,32897,20.44124811,4837,4837,209,685.69556,Ride,2013-05-10T09:43:32Z,FALSE,FALSE,b635473,6.801,15.21342894,15.2,34.001488,,227.3,150.4,173,,12
"MTB: Ride home from work. Wild and wild first half, sunny and mild the second.",31098.1,19.32346347,4889,5033,218.4,716.535456,Ride,2013-05-09T20:35:05Z,FALSE,FALSE,b635473,6.361,14.22917534,24,53.68656,,212.6,144.2,163,,20
"MTB: Ride to work. Short way, in a hurry to teach spin.",27269.8,16.94466814,3827,3827,164.8,540.682432,Ride,2013-05-09T09:29:14Z,FALSE,FALSE,b635473,7.126,15.94043444,15.6,34.896264,,244.1,156.6,177,,13
Chevy Chase Athletic Club: Taught RPM class. Someone showed.,27358.8,16.99997017,3600,3600,0,0,Ride,2013-05-09T00:00:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
MTB: Ride home from work along 355. Tough third ride of the day.,21095.9,13.10838453,3395,3650,168.8,553.805792,Ride,2013-05-07T22:52:52Z,FALSE,FALSE,b635473,6.214,13.90034516,12.1,27.066974,,212.6,160.1,173,,17
MTB: Ride to work. Heavy backpack. Great temperature. Three rides today.,27191.6,16.89607691,4230,4282,166.8,547.244112,Ride,2013-05-07T09:54:07Z,FALSE,FALSE,b635473,6.428,14.37905032,15.7,35.119958,,204.3,160.7,178,,15
Chevy Chase Athletic Club: Teaching RPM class.,22530.8,13.99999006,3900,3900,0,0,Ride,2013-05-07T00:00:00Z,FALSE,TRUE,b534975,5.777,12.92280238,0,0,,,,,,
MTB: Hill-a-palooza. Think I rode every hill around the house (at least once).,32803.7,20.38327418,7164,7630,649.2,2129.921328,Ride,2013-05-05T11:13:24Z,FALSE,FALSE,b635473,4.579,10.24294826,17.1,38.251674,,166.6,156.4,184,,9
VRT: Recovery spin.,16109.5,10.00997922,1960,1960,0,0,Ride,2013-05-02T00:00:00Z,FALSE,TRUE,b266100,8.219,18.38540986,0,0,,,,,,
MTB: Hard ride home from work.,31020,19.27493438,4248,4778,206.6,677.821544,Ride,2013-05-01T21:01:09Z,FALSE,FALSE,b635473,7.302,16.33413588,14.9,33.330406,,268.7,159.1,176,,20
"MTB: Ride to work - May flowers, but cold.",27867.2,17.31587529,4329,4484,195.8,642.388472,Ride,2013-05-01T09:17:21Z,FALSE,FALSE,b635473,6.437,14.39918278,16.3,36.462122,,211.4,152.7,176,,8
MTB: Ride home from work - another wet and wild one.,30759.7,19.11319146,5101,5250,221.6,727.034144,Ride,2013-04-30T18:23:45Z,FALSE,FALSE,b635473,6.03,13.4887482,13.2,29.527608,,195.3,139,164,,16
"MTB: Wet, very early morning ride. Fun stuff.",29085.4,18.07282967,4291,4291,207.2,679.790048,Ride,2013-04-30T08:45:41Z,FALSE,FALSE,b635473,6.778,15.16197932,14.3,31.988242,,230,163.8,182,,13
MTB: Good to be home ride.,34224.3,21.26599409,5033,5283,341.8,1121.391112,Ride,2013-04-28T12:31:46Z,FALSE,FALSE,b635473,6.8,15.211192,17.8,39.817532,,244.6,156.2,173,,16
Shanghai Equatorial Hotel - Final Shanghai ride.,34761.9,21.60004325,3600,3600,0,0,Ride,2013-04-27T07:00:55Z,FALSE,TRUE,b521467,9.656,21.59989264,0,0,,,,,,
Shanghai Equitorial Hotel: Recumbent recovery spin.,28968.2,18.00000497,3600,3600,0,0,Ride,2013-04-24T00:00:00Z,FALSE,TRUE,b521467,8.047,18.00065618,0,0,,,,,,
Shanghai Equitarial Hotel: Spin to Win With Jill,20921.5,13.0000174,2760,2760,0,0,Ride,2013-04-22T00:00:00Z,FALSE,TRUE,b534975,7.58,16.9560052,0,0,,,,,,
VRT: Spinning With Jill,36210.2,22.49997515,3600,3600,0,0,Ride,2013-04-19T00:00:00Z,FALSE,TRUE,b266100,10.058,22.49914252,0,0,,,,,,
MTB: Ride home from work - rode it pretty quick. That distance seems off.,31032.8,19.28288793,4254,4360,210.2,689.632568,Ride,2013-04-16T21:24:11Z,FALSE,FALSE,b249850,7.295,16.3184773,15.041,33.64581454,,266.4,167.7,181,,24
MTB: Early (early) bike ride to work. Nice and warm.,27279.3,16.95057116,4039,4039,174.4,572.178496,Ride,2013-04-16T08:51:57Z,FALSE,FALSE,b635473,6.754,15.10829276,15.836,35.42418184,,222.7,154.4,179,,13
MTB: A little lunch time mtb fun. Climb Mt. Ridiculous for the first time.,10800.1,6.710871013,2480,2497,201.6,661.417344,Ride,2013-04-11T16:24:43Z,FALSE,FALSE,b635473,4.355,9.7418737,11.528,25.78744432,,156.9,154,171,,31
MTB: Ride home from work. Rode almost all of it easy-ish. Had to get home quick.,27335.7,16.9856165,4081,4806,210,688.9764,Ride,2013-04-10T20:29:49Z,FALSE,FALSE,b635473,6.698,14.98302412,13.898,31.08899212,,241.7,149.6,180,,32
MTB: ride to work. Tough go this a.m. after the late ride last night.,30501.5,18.95275342,4570,4598,157,515.09188,Ride,2013-04-10T09:30:45Z,FALSE,FALSE,b635473,6.674,14.92933756,15.472,34.60993568,,217.2,140.4,170,,16
MTB: late night ride home. Relaxing ride.,27361.2,17.00146147,4115,4155,201.8,662.073512,Ride,2013-04-10T01:32:44Z,FALSE,FALSE,b635473,6.649,14.87341406,14.751,32.99710194,,230.8,,,,20
MTB: Ride to work the long way. Glorious weather and I'm not prone to use the word glorious.,32393.6,20.12844985,4706,4727,189.2,620.734928,Ride,2013-04-09T09:31:46Z,FALSE,FALSE,b635473,6.883,15.39685802,16.018,35.83130492,,224.9,148.9,168,,14
MTB: Ride home with a Parilla loop thrown in for fun.,31745.4,19.72567705,4426,4688,229.4,752.624696,Ride,2013-04-08T21:42:13Z,FALSE,FALSE,b635473,7.172,16.04333368,14.13,31.6079622,,273.5,159.8,191,,26
MTB: Ride to work - warmest morning in a LONG time. ,27220.1,16.91378599,3962,3995,176.6,579.396344,Ride,2013-04-08T09:46:45Z,FALSE,FALSE,b635473,6.87,15.3677778,15.938,35.65234972,,228.2,151.4,172,,9
MTB: Millenium Trail - first ride for B and first time with Jill this year.,23210.2,14.42214965,4203,4744,211.4,693.569576,Ride,2013-04-06T13:21:33Z,FALSE,FALSE,b575984,5.522,12.35238268,11.698,26.16772412,,170.3,,,,18
"MTB: Ride home from work. Heavy wind (again), but warm like butta.",31968.4,19.86424282,4807,4877,249.6,818.897664,Ride,2013-04-05T20:35:20Z,FALSE,FALSE,b635473,6.65,14.875651,15.061,33.69055334,,231.6,,,,19
"MTB: Ride home from work. Windy! All trail, short/short route.",27948.8,17.36657918,4356,4420,229,751.31236,Ride,2013-04-03T21:37:48Z,FALSE,FALSE,b635473,6.416,14.35220704,13.282,29.71103708,,220.5,156.5,170,,9
CCAC: Spin class w/Christine,24140.2,15.00002485,3300,3300,0,0,Ride,2013-04-02T00:00:00Z,FALSE,TRUE,b534975,7.315,16.3632161,0,0,,,,,,
MTB: Fitty to Georgetown (Kennedy Center) and back.,81446.9,50.60875736,12151,12428,447.6,1468.503984,Ride,2013-03-31T14:51:59Z,FALSE,FALSE,b635473,6.703,14.99420882,16.506,36.92293164,,221.1,162.6,176,,11
MTB: Late night ride on Rock Creek Trail.,23607.3,14.66889615,3621,3621,208.8,685.039392,Ride,2013-03-30T03:04:43Z,FALSE,FALSE,b635473,6.52,14.5848488,14.883,33.29237802,,222.6,155.2,179,,5
VRT: Recovery spin.,27600.2,17.14996918,3000,3000,0,0,Ride,2013-03-28T00:00:00Z,FALSE,TRUE,b266100,9.2,20.579848,0,0,,,,,,
CCAC: Spin class - tough one. Very tough. Tabatas x 3.,28968.2,18.00000497,3600,3600,0,0,Ride,2013-03-27T00:00:00Z,FALSE,TRUE,b534975,8.047,18.00065618,0,0,,,,,,
"CXB: Ride home from work. Big gear, tough ride.",30980,19.25007954,4551,4616,213.6,700.787424,Ride,2013-03-26T21:38:23Z,FALSE,FALSE,b250313,6.807,15.22685058,14.922,33.37961868,,184,,,,10
CCAC: Taught spin class. People showed up this time.,27358.8,16.99997017,3600,3600,0,0,Ride,2013-03-25T00:00:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
MTB: Ride home from work on the BMC.,30448.8,18.92000716,4460,4653,373.6,1225.721824,Ride,2013-03-22T20:33:17Z,FALSE,FALSE,b575984,6.827,15.27158938,13.327,29.81169938,,245.8,,,,9
MTB: ride to work. On the BMC like a boss.,30493.1,18.9475339,4409,4409,239.2,784.776928,Ride,2013-03-20T09:21:45Z,FALSE,FALSE,b575984,6.916,15.47067704,13.565,30.3440911,,224.1,168,185,,2
CCAC: First time as spin instructor. Good times.,27358.8,16.99997017,3600,3600,0,0,Ride,2013-03-19T00:00:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
MTB: flat (blowout) shortened ride to work. ,4338,2.695508232,661,661,39.2,128.608928,Ride,2013-03-13T09:18:15Z,FALSE,FALSE,b635473,6.563,14.68103722,8.892,19.89087048,,225.5,155.4,174,,10
"VRT: didn't feel hard, but it was a good spin.",37079.3,23.04000885,3602,3602,0,0,Ride,2013-03-11T00:00:00Z,FALSE,TRUE,b266100,10.294,23.02706036,0,0,,,,,,
MTB: first time on RCT with the Mahuna.,26817.2,16.66343554,4122,4142,266,872.70344,Ride,2013-03-07T16:07:02Z,FALSE,FALSE,b635473,6.506,14.55353164,15.874,35.50918556,,231,165.2,183,,11
MTB: First time on the Kona Mahuna 29er,24814.3,15.41889118,3604,3627,216.2,709.317608,Ride,2013-03-06T02:44:07Z,FALSE,FALSE,b635473,6.885,15.4013319,12.992,29.06232448,,237.2,162,179,,6
CXB: Ride home. Was supposed to be easy. It wasn't.,29810.7,18.5235102,4568,4840,231.8,760.498712,Ride,2013-03-01T22:52:11Z,FALSE,FALSE,b250313,6.526,14.59827044,16.349,36.57173206,,174.6,160.2,182,,6
CXB: Ride to work WST -> RCT -> CCT.,30877,19.1860783,4378,4518,167.8,550.524952,Ride,2013-03-01T11:51:10Z,FALSE,FALSE,b250313,7.053,15.77713782,16.045,35.8917023,,182.8,165.5,181,,5
MTB: Ride home from work. ,31899.3,19.82130607,5190,5372,234,767.71656,Ride,2013-02-25T23:08:12Z,FALSE,FALSE,b249850,6.146,13.74823324,14.233,31.83836702,,194.9,148.1,168,,4
"MTB: ride to work, short short way. Early afternoon sunny ride.",27059,16.81368309,3870,3886,197.8,648.950152,Ride,2013-02-25T17:08:09Z,FALSE,FALSE,b249850,6.992,15.64068448,15.424,34.50256256,,235.9,170.4,196,,9
VRT: More recovery riding.,32769.5,20.36202328,3601,3601,0,0,Ride,2013-02-22T00:00:00Z,FALSE,TRUE,b266100,9.1,20.356154,0,0,,,,,,
VRT: Recovery spin after hard strength workout yesterday.,32331.7,20.08998698,3600,3600,0,0,Ride,2013-02-20T00:00:00Z,FALSE,TRUE,b266100,8.981,20.08995814,0,0,,,,,,
VRT: Hard ride to get my hondo for the week.,26248.4,16.3099996,2791,2791,0,0,Ride,2013-02-16T00:00:00Z,FALSE,TRUE,b266100,9.405,21.0384207,0,0,,,,,,
VRT: Recovery spin.,30899.4,19.19999702,3600,3600,0,0,Ride,2013-02-15T00:00:00Z,FALSE,TRUE,b266100,8.583,19.19965602,0,0,,,,,,
VRT: Col du Tourmalet - to the top!,22965.3,14.26997584,5907,5907,0,0,Ride,2013-02-14T00:00:00Z,FALSE,TRUE,b266100,3.888,8.69722272,0,0,,,,,,
VRT: Sorta hard recovery ride. Very late for a spin.,17244.1,10.71498698,1803,1803,0,0,Ride,2013-02-13T00:00:00Z,FALSE,TRUE,b266100,9.564,21.39409416,0,0,,,,,,
CXB: Ride home to work. Put simply - that hurt.,31778.5,19.74624443,5023,5087,226.2,742.126008,Ride,2013-02-13T00:25:37Z,FALSE,FALSE,b250313,6.327,14.15311938,13.812,30.89661528,,163.8,150.1,165,,6
CXB: Yet another deer hunter friendly way to work. I like this one.,32012.5,19.89164529,4737,4810,175.6,576.115504,Ride,2013-02-12T10:41:24Z,FALSE,FALSE,b250313,6.758,15.11724052,12.652,28.30176488,,168.1,161.1,177,,6
RD: Tridelphia loop with Juan and Gunnar. COLD.,64405.2,40.01953591,8926,10301,947,3106.95548,Ride,2013-02-10T13:41:16Z,FALSE,FALSE,b350107,7.215,16.1395221,17.122,38.30088668,,162.8,155.2,177,,2
MTB: Second ride with the TE29. Much better - rode out hard.,21311.4,13.24229003,3293,3323,326.2,1070.210008,Ride,2013-02-09T17:00:14Z,FALSE,FALSE,b575984,6.472,14.47747568,16.128,36.07736832,,241.2,171.2,185,,6
Hampton Inn Garner NC - recovery spin.,20921.5,13.0000174,3300,3300,0,0,Ride,2013-02-08T00:00:00Z,FALSE,TRUE,b521467,6.34,14.1821996,0,0,,,,,,
"Hampton Inn Garner, NC - recumbent cardio like a boss.",31382.2,19.49999503,3600,3600,0,0,Ride,2013-02-06T00:00:00Z,FALSE,TRUE,b521467,8.717,19.49940598,0,0,,,,,,
"Hampton Inn Garner, NC: recumbent",18571.8,11.53998151,3000,3000,0,0,Ride,2013-02-06T00:00:00Z,FALSE,TRUE,b521467,6.191,13.84889554,0,0,,,,,,
Hampton Inn Garner NC: recumbent easy,11844.8,7.360017498,1800,1800,0,0,Ride,2013-02-05T00:00:00Z,FALSE,TRUE,b521467,6.58,14.7190652,0,0,,,,,,
WSC: Sping at about 140 BPM / 104 RPM.,28968.2,18.00000497,3300,3300,0,0,Ride,2013-02-02T00:00:00Z,FALSE,TRUE,b534975,8.778,19.63585932,0,0,,,,,,
VRT: Rode it hard for a solid calorie burn.,64373.8,40.00002485,6507,6507,0,0,Ride,2013-01-31T00:00:00Z,FALSE,TRUE,b266100,9.893,22.13004742,0,0,,,,,,
"01/29/2013 Bethesda, MD",32211.8,20.01548457,5005,5492,291.4,956.036776,Ride,2013-01-29T22:40:30Z,FALSE,FALSE,b635473,6.436,14.39694584,17.5,39.14645,,229.8,138,160,,15
CXB: Ride home from work - deer hunter friendly way. Not as much fun as 6 a.m.,32212,20.01560884,5005,5492,291.4,956.036776,Ride,2013-01-29T22:40:30Z,FALSE,FALSE,b250313,6.436,14.39694584,13.996,31.30821224,,178,138,160,,15
CXB: Ride to work - the deer hunter friendly way. Tired everything.,32001.7,19.88493448,4633,4721,274.4,900.262496,Ride,2013-01-29T10:54:09Z,FALSE,FALSE,b250313,6.907,15.45054458,14.061,31.45361334,,183.2,153.3,168,,4
WSC: spin right after total body conditioning. Ouch.,22530.8,13.99999006,2700,2700,0,0,Ride,2013-01-28T00:00:00Z,FALSE,TRUE,b534975,8.345,18.6672643,0,0,,,,,,
WSC: Recovery spin.,27358.8,16.99997017,3600,3600,0,0,Ride,2013-01-26T00:00:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
"WSC: Spin Bike. Boatload of standing, like 40:00 worth.",32750.2,20.35003082,3600,3600,0,0,Ride,2013-01-25T00:00:00Z,FALSE,TRUE,b534975,9.097,20.34944318,0,0,,,,,,
WSC: Whole buncha spinning.,56327,34.99997515,6300,6300,0,0,Ride,2013-01-23T00:00:00Z,FALSE,TRUE,b534975,8.941,20.00048054,0,0,,,,,,
